Category,Title,Grade,Serial,Status,"Curated Date",Location,"Market Value","Purchase Price","Insurance Value"
Pokémon,"2019 Pokemon Japanese Playing Cards Old Maid Gengar CGC 10 PRISTINE","CGC 10",6078063009,Curated,9/18/25,Durham,51.6,,51.6
Pokémon,"2019 Pokemon Japanese SM Detective Pikachu Charizard GX #7 PSA 10 GEM MINT","PSA 10",112904984,Curated,9/18/25,Durham,95.99,,95.99
Pokémon,"2019 Pokemon Japanese SM Miracle Twins Full Art Mewtwo & Mew GX #97 PSA 8 NM-MT","PSA 8",111298155,Curated,9/19/25,Durham,78,,78
Pokémon,"2019 Pokemon Japanese SM Reverse Holo Detective Pikachu #14 CGC 10 GEM MINT","CGC 10",6079540017,Curated,9/19/25,Durham,70,,70
Pokémon,"2019 Pokemon Japanese SM Tag Team GX Moltres Articuno Zapdos GX #102 PSA 10 GEM","PSA 10",120850189,Curated,9/19/25,Durham,85,,85
Pokémon,"2019 Pokemon Japanese SM Tag Team GX Moltres Articuno Zapdos GX #102 PSA 10 GEM","PSA 10",120850190,Curated,9/18/25,Durham,80,,80
Pokémon,"2019 Pokemon Japanese SM Tag Team GX Moltres Articuno Zapdos GX #102 PSA 10 GEM","PSA 10",120850191,Curated,9/18/25,Durham,80,,80
Pokémon,"2019 Pokemon Japanese Sun & Moon Night Unison Holo Greninja #28 CGC 10 PRISTINE","CGC 10",6078049018,Curated,9/18/25,Durham,70,,70
Pokémon,"2019 Pokemon Japanese SWSH Sword Hyper Rare Lapras VMAX #69 CGC 10 PRISTINE","CGC 10",6078063027,Curated,9/18/25,Durham,101,,101
Pokémon,"2019 Pokemon Japanese Tag Team Starter Espeon & Deoxys GX #001 PSA 10 GEM MINT","PSA 10",120850165,Curated,9/19/25,Durham,65,,65
Pokémon,"2019 Pokemon SM Black Star Promo Hidden Fates Holo Charizard GX #SM211 PSA 10","PSA 10",113854123,Curated,9/18/25,Durham,83.79,,83.79
Pokémon,"2019 Pokemon SM Hidden Fates Shiny Vault Full Art Shiny Ho-Oh GX #SV50 CGC 10","CGC 10",6078035058,Curated,9/18/25,Durham,149,,149
Pokémon,"2019 Pokemon Sun & Moon Team Up Holo Eevee & Snorlax GX #120 CGC 9 MINT","CGC 9",6079289003,Curated,9/19/25,Durham,123,,123
Pokémon,"2020 Pokemon Chinese S Promo V Fight Reverse Holo Charizard #76 PSA 10 GEM MINT","PSA 10",63248503,Curated,9/19/25,Durham,151.8,,151.8
Pokémon,"2020 Pokemon Chinese S Promo V SR Fight Reverse Holo Charizard #076 PSA 10 GEM","PSA 10",62534184,Curated,9/19/25,Durham,151.8,,151.8
Pokémon,"2020 Pokemon Chinese S Promo V SR Fight Reverse Holo Charizard #076 PSA 10 GEM","PSA 10",62534182,Curated,9/19/25,Durham,151.8,,151.8
Pokémon,"2020 Pokemon Chinese S Promo V SR Fight Reverse Holo Charizard #076 PSA 10 GEM","PSA 10",62534183,Curated,9/19/25,Durham,151.8,,151.8
Pokémon,"2020 Pokemon Japanese Marumiya SWSH Stickers Holo Mr. Mime Pikachu Eevee CGC 10","CSG 0",6017540099,Curated,9/18/25,Durham,339,,339
Pokémon,"2020 Pokemon Japanese S Promo Corocoro Ichiban! Holo Indeedee #109 PSA 10 GEM","PSA 10",63457530,Curated,9/18/25,Durham,108,,108
Pokémon,"2021 Pokemon Japanese 25th Anniversary Promo Holo Blastoise #3 PSA 10 GEM MINT","PSA 10",100112928,Curated,9/18/25,Durham,135,,135
Pokémon,"2021 Pokemon Japanese 25th Anniversary Promo Holo Blastoise #3 PSA 10 GEM MINT","PSA 10",114564110,Curated,9/18/25,Durham,135,,135
Pokémon,"2021 Pokemon Japanese 25th Anniversary Promo Holo Blastoise #3 PSA 10 GEM MINT","PSA 10",114564112,Curated,9/19/25,Durham,150,,150
Pokémon,"2021 Pokemon Japanese 25th Anniversary Promo Holo Mewtwo EX #22 PSA 10 GEM MINT","PSA 10",117987320,Curated,9/18/25,Durham,86,,86
Pokémon,"2021 Pokemon Japanese SWSH 25th Anniversary Promo Holo Blastoise #3 PSA 10 GEM","PSA 10",111350129,Curated,9/18/25,Durham,135,,135
Pokémon,"2021 Pokemon Japanese SWSH Climax Full Art Sylveon VMAX #232 PSA 10 GEM MINT","PSA 10",113453796,Curated,9/18/25,Durham,104.28,,104.28
Pokémon,"2021 Pokemon Japanese SWSH Eevee Heroes Hyper Rare Sylveon VMAX #92 PSA 10 GEM","PSA 10",101984553,Curated,9/18/25,Durham,88.54,,88.54
Pokémon,"2021 Pokemon Japanese SWSH Fusion Arts Full Art Mew V #39 CGC 10 PRISTINE","CGC 10",6079542024,Curated,9/18/25,Durham,80,,80
Pokémon,"2021 Pokemon Japanese SWSH VMAX Climax CHR Blaziken VMAX #217 PSA 10 GEM MINT","PSA 10",121232108,Curated,9/18/25,Durham,77.34,,77.34
Pokémon,"2021 Pokemon Japanese SWSH VMAX Climax CSR Blaziken VMAX #217 PSA 10 GEM MINT","PSA 10",121451909,Curated,9/18/25,Durham,77.34,,77.34
Pokémon,"2021 Pokemon Japanese SWSH VMAX Climax CSR Pikachu V #222 CGC 10 GEM MINT","CGC 10",4011186006,Curated,9/18/25,Durham,100,,100
Pokémon,"2021 Pokemon Japanese SWSH VMAX Climax Full Art Blaziken VMAX #217 PSA 10 GEM","PSA 10",117891726,Curated,9/18/25,Durham,77.34,,77.34
Pokémon,"2021 Pokemon Japanese SWSH VMAX Climax Full Art Blaziken VMAX #217 PSA 10 GEM","PSA 10",111348586,Curated,9/18/25,Durham,77.34,,77.34
Pokémon,"2021 Pokemon Japanese SWSH VMAX Climax Full Art Pikachu V #222 CGC 10 GEM MINT","CGC 10",6028672060,Curated,9/19/25,Durham,100,,100
Pokémon,"2021 Pokemon SM Black Star Promo Premium Reshiram & Charizard GX #SM247 CGC 10","CGC 10",6073199002,Curated,9/18/25,Durham,250,,250
Pokémon,"2021 Pokemon Sword & Shield Evolving Skies Pikachu #49 PSA 10 GEM MINT","PSA 10",114295192,Curated,9/18/25,Durham,61,,61
Pokémon,"2021 Pokemon Sword & Shield Fusion Strike Holo Mew V #113 PSA 10 GEM MINT","PSA 10",70252421,Curated,9/18/25,Durham,96,,96
Pokémon,"2021 Pokemon SWSH Black Star Promo Celebrations Lance's Charizard V #133 CGC 10","CGC 10",6072812043,Curated,9/19/25,Durham,75,,75
Pokémon,"2021 Pokemon SWSH Black Star Promo Celebrations Pikachu V Union #140 PSA 10 GEM","PSA 10",103588418,Curated,9/18/25,Durham,90,,90
Pokémon,"2021 Pokemon SWSH Black Star Promo Celebrations Pikachu V Union PSA 8 NM-MT","PSA 8",104032862,Curated,9/19/25,Durham,65,,65
Pokémon,"2021 Pokemon SWSH Evolving Skies Alt Art Glaceon V #175 CGC 9.5 MINT+","CGC 9.5",6079289002,Curated,9/19/25,Durham,115.2,,115.2
Pokémon,"2021 Pokemon SWSH Fusion Strike Full Art Inteleon VMAX #266 PSA 10 GEM MINT","PSA 10",106398870,Curated,9/18/25,Durham,175,,175
Pokémon,"2021 Pokemon SWSH Shining Fates Shiny Full Art Charizard VMAX BGS 9.5 GEM MINT","BGS 9.5",0014662020,Curated,9/18/25,Durham,200,,200
Pokémon,"2022 Pokemon Japanese SWSH Dark Phantasma CHR Gengar #74 PSA 10 GEM MINT","PSA 10",120850661,Curated,9/18/25,Durham,110.65,,110.65
Pokémon,"2022 Pokemon Japanese SWSH Dark Phantasma CHR Gengar #74 PSA 10 GEM MINT","PSA 10",120850662,Curated,9/18/25,Durham,110.65,,110.65
Pokémon,"2022 Pokemon Japanese SWSH Dark Phantasma Full Art Gengar #74 PSA 10 GEM MINT","PSA 10",112561728,Curated,9/18/25,Durham,110.65,,110.65
Pokémon,"2022 Pokemon Japanese SWSH Dark Phantasma Full Art Gengar #74 PSA 10 GEM MINT","PSA 10",114419272,Curated,9/19/25,Durham,101.65,,101.65
Pokémon,"2022 Pokemon Japanese SWSH Illustration Contest Bulbasaur #337 PSA 10 GEM MINT","PSA 10",122056676,Curated,9/19/25,Durham,73,,73
Pokémon,"2022 Pokemon Japanese SWSH Illustration Contest Bulbasaur #337 PSA 10 GEM MINT","PSA 10",122056677,Curated,9/19/25,Durham,73,,73
Pokémon,"2022 Pokemon Japanese SWSH Promo Champ. Point Reward Celebration Fanfare CGC 10","CGC 10",6071756004,Curated,9/18/25,Durham,152,,152
Pokémon,"2022 Pokemon Japanese SWSH Promo Get Challenge Lugia V #324 PSA 10 GEM MINT","PSA 10",122951919,Curated,9/18/25,Durham,99,,99
Pokémon,"2022 Pokemon Japanese SWSH Promo Mystery Box Lugia V #322 PSA 10 GEM MINT","PSA 10",111253666,Curated,9/18/25,Durham,140,,140
Pokémon,"2022 Pokemon Japanese SWSH Start 100 CoroCoro Reverse Holo Snorlax #8 CGC 10","CGC 10",6079540029,Curated,9/18/25,Durham,76,,76
Pokémon,"2022 Pokemon Japanese SWSH Universe Gold Rare Origin Forme Palkia VSTAR PSA 10","PSA 10",116873133,Curated,9/18/25,Durham,113.88,,113.88
Pokémon,"2022 Pokemon Japanese SWSH Universe HR Origin Forme Palkia VSTAR PSA 10 GEM MINT","PSA 10",116254708,Curated,9/18/25,Durham,113.88,,113.88
Pokémon,"2022 Pokemon Japanese SWSH VSTAR Universe SAR Charizard V #211 PSA 10 GEM MINT","PSA 10",114419292,Curated,9/18/25,Durham,101.91,,101.91
Pokémon,"2022 Pokemon Japanese SWSH VSTAR Universe SAR Leafeon VSTAR #210 PSA 10 GEM MINT","PSA 10",120850172,Curated,9/18/25,Durham,83,,83
Pokémon,"2022 Pokemon Japanese SWSH VSTAR Universe SAR Mewtwo VSTAR #221 PSA 9 MINT","PSA 9",116873132,Curated,9/18/25,Durham,84.99,,84.99
Pokémon,"2022 Pokemon Japanese SWSH VSTAR Universe SAR Mewtwo VSTAR #221 PSA 9 MINT","PSA 9",121450962,Curated,9/18/25,Durham,84.99,,84.99
Pokémon,"2022 Pokemon Japanese SWSH VSTAR Universe SAR Mewtwo VSTAR #221 PSA 9 MINT","PSA 9",114564083,Curated,9/18/25,Durham,84.99,,84.99
Pokémon,"2022 Pokemon Japanese SWSH VSTAR Universe SAR Mewtwo VSTAR #221 PSA 9 MINT","PSA 9",121450961,Curated,9/18/25,Durham,84.99,,84.99
Pokémon,"2022 Pokemon Japanese SWSH VSTAR Universe SAR Suicune V #215 PSA 10 GEM MINT","PSA 10",116254718,Curated,9/18/25,Durham,81,,81
Pokémon,"2022 Pokemon Sword & Shield GO Holo Radiant Charizard #11 PSA 10 GEM MINT","PSA 10",70648574,Curated,9/18/25,Durham,192.5,,192.5
Pokémon,"2022 Pokemon SWSH Astral Radiance Gold Rare Hisuian Samurott VSTAR #209 CGC 10","CGC 10",6074905058,Curated,9/18/25,Durham,114,,114
Pokémon,"2022 Pokemon SWSH Brilliant Stars Full Art Shaymin V #152 CGC 10 PRISTINE","CGC 10",6076945076,Curated,9/18/25,Durham,112,,112
Pokémon,"2022 Pokemon SWSH Silver Tempest Gold Rare Rayquaza VMAX #TG29 PSA 10 GEM MINT","PSA 10",111080378,Curated,9/18/25,Durham,155.5,,155.5
Pokémon,"2023 Pokemon Japanese Scarlet & Violet 151 Full Art Mew ex #208 PSA 10 GEM MINT","PSA 10",114564127,Curated,9/18/25,Durham,80,,80
Pokémon,"2023 Pokemon Japanese Scarlet & Violet 151 Full Art Mew ex #208 PSA 10 GEM MINT","PSA 10",114564128,Curated,9/18/25,Durham,80,,80
Pokémon,"2023 Pokemon Japanese Scarlet & Violet 151 SAR Venusaur ex #200 CGC 10 GEM MINT","CGC 10",6079530025,Curated,9/18/25,Durham,109,,109
Pokémon,"2023 Pokemon Japanese Scarlet & Violet 151 SAR Venusaur ex #200 CGC AUTH","CGC ",6040311028,Curated,9/18/25,Durham,83,,83
Pokémon,"2023 Pokemon Japanese Scarlet & Violet ex SAR Miriam #105 CGC 10 GEM MINT","CGC 10",6067119087,Curated,9/19/25,Durham,155,,155
Pokémon,"2023 Pokemon Japanese SV 151 Full Art Charizard ex #185 PSA 10 GEM MINT","PSA 10",101117906,Curated,9/18/25,Durham,75,,75
Pokémon,"2023 Pokemon Japanese SV 151 Master Ball Reverse Holo Arcanine #059 PSA 10 GEM","PSA 10",102340884,Curated,9/19/25,Durham,70,,70
Pokémon,"2023 Pokemon Japanese SV 151 Master Ball Reverse Holo Arcanine #059 PSA 10 GEM","PSA 10",102340889,Curated,9/19/25,Durham,70,,70
Pokémon,"2023 Pokemon Japanese SV 151 Master Ball Reverse Holo Arcanine #059 PSA 10 GEM","PSA 10",102340885,Curated,9/19/25,Durham,70,,70
Pokémon,"2023 Pokemon Japanese SV 151 Master Ball Reverse Holo Arcanine #059 PSA 10 GEM","PSA 10",102340887,Curated,9/19/25,Durham,70,,70
Pokémon,"2023 Pokemon Japanese SV 151 Master Ball Reverse Holo Arcanine #059 PSA 10 GEM","PSA 10",102340888,Curated,9/19/25,Durham,70,,70
Pokémon,"2023 Pokemon Japanese SV 151 Master Ball Reverse Holo Gastly #92 PSA 10 GEM MINT","PSA 10",96038044,Curated,9/19/25,Durham,99.99,,99.99
Pokémon,"2023 Pokemon Japanese SV Promo Gym Event Campaign Pikachu #120 PSA 10 GEM MINT","PSA 10",120850188,Curated,9/18/25,Durham,96.59,,96.59
Pokémon,"2023 Pokemon Japanese SV Promo Gym Event Campaign Pikachu #120 PSA 10 GEM MINT","PSA 10",122951879,Curated,9/18/25,Durham,96.59,,96.59
Pokémon,"2023 Pokemon Japanese SV Promo Gym Event Campaign Pikachu #120 PSA 10 GEM MINT","PSA 10",120113671,Curated,9/18/25,Durham,96.59,,96.59
Pokémon,"2023 Pokemon Japanese SV Promo Gym Event Campaign Pikachu #120 PSA 10 GEM MINT","PSA 10",122951947,Curated,9/18/25,Durham,96.59,,96.59
Pokémon,"2023 Pokemon Japanese SV Promo Yu Nagaba X PCG Campaign Glaceon #69 PSA 10 GEM","PSA 10",121450955,Curated,9/18/25,Durham,123.5,,123.5
Pokémon,"2023 Pokemon Japanese SV Shiny Treasure EX Shiny Mew ex #327 PSA 10 GEM MINT","PSA 10",92835729,Curated,9/19/25,Durham,72.7,,72.7
Pokémon,"2023 Pokemon Japanese SV Shiny Treasure SAR Gardevoir ex #348 CGC 9 MINT","CGC 9",6079530023,Curated,9/18/25,Durham,99,,99
Pokémon,"2023 Pokemon Scarlet & Violet 151 IR Nidoking #174 PSA 10 GEM MINT","PSA 10",120561208,Curated,9/18/25,Durham,105.5,,105.5
Pokémon,"2023 Pokemon Scarlet & Violet 151 IR Nidoking #174 PSA 10 GEM MINT","PSA 10",117532954,Curated,9/18/25,Durham,105.5,,105.5
Pokémon,"2023 Pokemon Scarlet & Violet 151 SIR Charizard ex #199 PSA 7 NRMT","PSA 7",120523204,Curated,9/18/25,Durham,207.97,,207.97
Pokémon,"2023 Pokemon Scarlet & Violet 151 SIR Giovanni's Charisma #204 PSA 10 GEM MINT","PSA 10",120561297,Curated,9/19/25,Durham,120,,120
Pokémon,"2023 Pokemon Scarlet & Violet 151 SIR Venusaur ex #198 PSA 9 MINT","PSA 9",117492913,Curated,9/18/25,Durham,93,,93
Pokémon,"2023 Pokemon Scarlet & Violet 151 SIR Venusaur ex #198 PSA 9 MINT","PSA 9",115288449,Curated,9/18/25,Durham,93,,93
Pokémon,"2023 Pokemon SV 151 Black Star Promo Ultra Premium Full Art Mew ex #53 PSA 9","PSA 9",117967286,Curated,9/18/25,Durham,140,,140
Pokémon,"2023 Pokemon SV 151 Black Star Promo Ultra Premium Full Art Mew ex #53 PSA 9","PSA 9",117967292,Curated,9/18/25,Durham,140,,140
Pokémon,"2023 Pokemon SV 151 Black Star Promo Ultra Premium Full Art Mew ex #53 PSA 9","PSA 9",117967289,Curated,9/18/25,Durham,170.61,,170.61
Pokémon,"2023 Pokemon SV 151 Black Star Promo Ultra Premium Full Art Mew ex #53 PSA 9","PSA 9",117967287,Curated,9/18/25,Durham,170.61,,170.61
Pokémon,"2023 Pokemon SV Paldea Evolved Gold Rare Meowscarada ex #271 CGC 9 MINT","CGC 9",6074905056,Curated,9/18/25,Durham,93,,93
Pokémon,"2023 Pokemon SV Paldea Evolved Gold Rare Meowscarada ex #271 CGC 9 MINT","CGC 9",6074905060,Curated,9/18/25,Durham,93,,93
Pokémon,"2023 Pokemon Sword & Shield Crown Zenith Full Art Absol #GG16 PSA 10 GEM MINT","PSA 10",116421309,Curated,9/18/25,Durham,100,,100
Pokémon,"2023 Pokemon Sword & Shield Crown Zenith Holo Radiant Charizard #20 PSA 10 GEM","PSA 10",116422113,Curated,9/18/25,Durham,119.99,,119.99
Pokémon,"2023 Pokemon SWSH Crown Zenith Alt Art Glaceon VSTAR #GG40 CGC 10 GEM MINT","CGC 10",6075548080,Curated,9/19/25,Durham,84,,84
Pokémon,"2023 Pokemon SWSH Crown Zenith Full Art Gardenia's Vigor #GG61 PSA 10 GEM MINT","PSA 10",74078963,Curated,9/18/25,Durham,69.09,,69.09
Pokémon,"2023 Pokemon SWSH Crown Zenith Full Art Regigigas VSTAR #GG55 PSA 10 GEM MINT","PSA 10",93826750,Curated,9/18/25,Durham,127.5,,127.5
Pokémon,"2024 Pokemon Japanese SV Paradise Dragona Full Art Latios #70 PSA 10 GEM MINT","PSA 10",120250166,Curated,9/19/25,Durham,65,,65
Pokémon,"2024 Pokemon Japanese SV Promo Gym Event Campaign Pikachu #197 BGS 10 PRISTINE","BGS 10",0018509598,Curated,9/18/25,Durham,150,,150
Pokémon,"2024 Pokemon Japanese SV Super Electric Breaker Full Art Pikachu ex #122 PSA 10","PSA 10",101401569,Curated,9/18/25,Durham,92.86,,92.86
Pokémon,"2024 Pokemon Japanese SV Super Electric Breaker Full Art Pikachu ex #122 PSA 10","PSA 10",102426625,Curated,9/19/25,Durham,92.86,,92.86
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Gold Rare Pikachu ex #236 PSA 10 GEM","PSA 10",116873153,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Gold Rare Pikachu ex #236 PSA 10 GEM","PSA 10",116873152,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Hyper Rare Pikachu ex #236 PSA 10 GEM","PSA 10",103540091,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Hyper Rare Pikachu ex #236 PSA 10 GEM","PSA 10",103540083,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Hyper Rare Pikachu ex #236 PSA 10 GEM","PSA 10",103540087,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Hyper Rare Pikachu ex #236 PSA 10 GEM","PSA 10",103540085,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Hyper Rare Pikachu ex #236 PSA 10 GEM","PSA 10",103540090,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Hyper Rare Pikachu ex #236 PSA 10 GEM","PSA 10",101526521,Curated,9/18/25,Durham,114.72,,114.72
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex Master Ball Holo Umbreon #92 CGC 9.5","CGC 9.5",6049686087,Curated,9/19/25,Durham,329,,329
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Eevee ex #224 PSA 10 GEM MINT","PSA 10",112555157,Curated,9/19/25,Durham,82.49,,82.49
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Eevee ex #224 PSA 10 GEM MINT","PSA 10",121450912,Curated,9/19/25,Durham,103.85,,103.85
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Espeon ex #211 PSA 9 MINT","PSA 9",121142290,Curated,9/19/25,Durham,70.98,,70.98
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Flareon ex #202 PSA 10 GEM MINT","PSA 10",120632091,Curated,9/18/25,Durham,84,,84
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Flareon ex #202 PSA 10 GEM MINT","PSA 10",120561296,Curated,9/18/25,Durham,84,,84
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Flareon ex #202 PSA 10 GEM MINT","PSA 10",109236639,Curated,9/18/25,Durham,84,,84
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Flareon ex #202 PSA 10 GEM MINT","PSA 10",108656473,Curated,9/19/25,Durham,83.35,,83.35
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Glaceon ex #206 CGC 10 PRISTINE","CGC 10",6079530002,Curated,9/18/25,Durham,100,,100
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Glaceon ex #206 PSA 10 GEM MINT","PSA 10",111298144,Curated,9/18/25,Durham,96,,96
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Leafeon ex #200 PSA 10 GEM MINT","PSA 10",114661864,Curated,9/18/25,Durham,103.5,,103.5
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Leafeon ex #200 PSA 10 GEM MINT","PSA 10",117892033,Curated,9/18/25,Durham,103.5,,103.5
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",111479447,Curated,9/18/25,Durham,76,,76
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",111479442,Curated,9/18/25,Durham,76,,76
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",111479443,Curated,9/18/25,Durham,76,,76
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142278,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142286,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142277,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142279,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142280,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142288,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142287,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142284,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142281,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142282,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest Ex SAR Roaring Moon EX #218 PSA 10 GEM","PSA 10",112680333,Curated,9/19/25,Durham,76,,76
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Roaring Moon ex #218 PSA 10 GEM","PSA 10",121142283,Curated,9/19/25,Durham,96.95,,96.95
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Vaporeon ex #205 PSA 10 GEM MINT","PSA 10",120632103,Curated,9/19/25,Durham,108,,108
Pokémon,"2024 Pokemon Japanese SV Terastal Fest Ex SAR Vaporeon EX #205 PSA 10 GEM MINT","PSA 10",111298146,Curated,9/18/25,Durham,97,,97
Pokémon,"2024 Pokemon Japanese SV Terastal Fest ex SAR Vaporeon ex #205 PSA 10 GEM MINT","PSA 10",116254735,Curated,9/18/25,Durham,111.7,,111.7
Pokémon,"2024 Pokemon Japanese SV Terastal Fest SAR Eevee Ex #224 PSA 10 GEM MINT","PSA 10",112852291,Curated,9/18/25,Durham,70,,70
Pokémon,"2024 Pokemon Scarlet & Violet Stellar Crown Full Art Dachsbun ex #160 PSA 10 GEM","PSA 10",119808402,Curated,9/18/25,Durham,79.98,,79.98
Pokémon,"2024 Pokemon Scarlet & Violet Surging Sparks SIR Latias EX #239 PSA 9 MINT","PSA 9",119411341,Curated,9/18/25,Durham,202.5,,202.5
Pokémon,"2024 Pokemon Scarlet & Violet Twilight Masquerade IR Lairon #184 CGC 10 PRISTINE","CGC 10",6047118296,Curated,9/18/25,Durham,70,,70
Pokémon,"2024 Pokemon SV Temporal Forces SIR Gouging Fire ex #204 CGC 10 GEM MINT","CGC 10",6075557021,Curated,9/18/25,Durham,103.93,,103.93
Pokémon,"2025 Pokemon Japanese SV Black Bolt Art Rare Seismitoad #109 PSA 9 MINT","PSA 9",121232084,Curated,9/18/25,Durham,110,,110
Pokémon,"2025 Pokemon Japanese SV Heat Wave Arena SAR Ethan's Adventure #089 PSA 10 GEM","PSA 10",116254726,Curated,9/18/25,Durham,120,,120
Pokémon,"2025 Pokemon Japanese SV Heat Wave Arena SAR Ethan's Adventure #89 CGC AUTH","CGC ",6043861001,Curated,9/18/25,Durham,80,,80
Pokémon,"2025 Pokemon SV Black Star Promo Illustration Contest '24 Feraligatr #213 PSA 10","PSA 10",116737219,Curated,9/18/25,Durham,130,,130
Pokémon,"2025 Pokemon SV Black Star Promo Prismatic Evolutions ETB Eevee #173 CGC 10 GEM","CGC 10",6079562060,Curated,9/18/25,Durham,54,,54
Pokémon,"2025 Pokemon SV Black Star Promo Prismatic Evolutions ETB Eevee #173 PSA 10 GEM","PSA 10",120561254,Curated,9/19/25,Durham,150,,150
Pokémon,"2025 Pokemon SV Black Star Promo Prismatic Evolutions ETB Eevee #173 PSA 10 GEM","PSA 10",120632111,Curated,9/19/25,Durham,150,,150
Pokémon,"2025 Pokemon SV Destined Rivals SIR Rocket's Nidoking EX #233 PSA 9 MINT","PSA 9",123901286,Curated,9/18/25,Durham,135,,135
Pokémon,"2025 Pokemon SV Destined Rivals SIR Team Rocket's Crobat ex #234 CGC 9 MINT","CGC 9",6078873044,Curated,9/18/25,Durham,82,,82
Pokémon,"2025 Pokemon SV Destined Rivals SIR Team Rocket's Crobat ex #234 CGC 9 MINT","CGC 9",6078873042,Curated,9/18/25,Durham,82,,82
Pokémon,"2025 Pokemon SV Destined Rivals SIR Team Rocket's Nidoking ex #233 CGC 9 MINT","CGC 9",6078873037,Curated,9/19/25,Durham,139,,139
Pokémon,"2025 Pokemon SV Destined Rivals SIR Team Rocket's Nidoking ex #233 CGC 9 MINT","CGC 9",6078873036,Curated,9/19/25,Durham,139,,139
Pokémon,"2025 Pokemon SV Prismatic Evolutions Surprise Box Holo Eevee ex #75 PSA 10 GEM","PSA 10",120632114,Curated,9/18/25,Durham,102.5,,102.5
Pokémon,"2025 Pokemon SV Prismatic Evolutions Surprise Box Holo Jolteon ex #30 PSA 10 GEM","PSA 10",120561293,Curated,9/18/25,Durham,80,,80
Pokémon,"2025 Pokemon SV Prismatic Evolutions Surprise Box Holo Jolteon ex #30 PSA 10 GEM","PSA 10",120632087,Curated,9/19/25,Durham,93,,93
